;word;type;emotT;emotPT;X;
374;Безразличный ;0;РАВНОДУШИЕ; 29.1. Эмоциональное состояние.;neg;
375;Безразличный ;0;РАВНОДУШИЕ; 29.3. Становление эмоционального состояния и отношения.;neg;
376;Безразличный ;0;РАВНОДУШИЕ; 29.6. Эмоциональная характеризация.;neg;
377;Безрассудный ;0;БЕССТРАШИЕ; 2.1. Эмоциональное состояние.;pos;
378;Безрассудный ;0;БЕССТРАШИЕ; 2.6. Эмоциональная характеризация.;pos;
379;Безрассудство ;0;БЕССТРАШИЕ; 2.7. Эмоциональное качество.;pos;
382;Безропотно ;0;СМИРЕНИЕ; 31.5. Внешнее выражение эмоций.;pos;
383;Безропотность ;0;ДОБРОТА; 11.7. Эмоциональное качество.;pos;
384;Безропотность ;0;СМИРЕНИЕ; 31.7. Эмоциональное качество.;pos;
385;Безропотный ;0;ДОБРОТА; 11.1. Эмоциональное состояние.;pos;
386;Безропотный ;0;СМИРЕНИЕ; 31.5. Внешнее выражение эмоций.;pos;
387;Безропотный ;0;СМИРЕНИЕ; 31.6. Эмоциональная характеризация.;pos;
388;Безудержный ;0;БЕСПОКОЙСТВО; 1.6. Эмоциональная характеризация.;neg;
398;Безутешно ;0;ГРУСТЬ; 10.5. Внешнее выражение эмоций.;neg;
399;Безутешность ;0;ГРУСТЬ; 10.7. Эмоциональное качество.;neg;
400;Безутешный ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
401;Безутешный ;0;ГОРЕ; 9.6. Эмоциональная характеризация.;neg;
402;Безутешный ;0;ГРУСТЬ; 10.6. Эмоциональная характеризация.;neg;
403;Безучастие ;0;РАВНОДУШИЕ; 29.2. Эмоциональное отношение.;neg;
404;Безучастие ;0;РАВНОДУШИЕ; 29.7. Эмоциональное качество.;neg;
405;Безучастно ;0;РАВНОДУШИЕ; 29.5. Внешнее выражение эмоций.;neg;
406;Безучастность ;0;РАВНОДУШИЕ; 29.2. Эмоциональное отношение.;neg;
407;Безучастность ;0;РАВНОДУШИЕ; 29.7. Эмоциональное качество.;neg;
408;Безучастный ;0;РАВНОДУШИЕ; 29.1. Эмоциональное состояние.;neg;
409;Безучастный ;0;РАВНОДУШИЕ; 29.3. Становление эмоционального состояния и отношения.;neg;
410;Безучастный ;0;РАВНОДУШИЕ; 29.5. Внешнее выражение эмоций.;neg;
411;Безучастный ;0;РАВНОДУШИЕ; 29.6. Эмоциональная характеризация.;neg;
412;Безысходно ;0;НЕВЕРИЕ; 22.5. Внешнее выражение эмоций.;neg;
413;Безысходность ;0;ГРУСТЬ; 10.1. Эмоциональное состояние.;neg;
414;Безысходность ;0;НЕВЕРИЕ; 22.7. Эмоциональное качество.;neg;
415;Безысходный ;0;НЕВЕРИЕ; 22.6. Эмоциональная характеризация.;neg;
416;Бенц; разг.-сниж., груб. ;ВРАЖДА; 7.2. Эмоциональное отношение.;neg;
417;Бередить ;0;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
419;Бережливый ;0;ДОБРОТА; 11.6. Эмоциональная характеризация.;pos;
420;Бережность ;0;ДОБРОТА; 11.7. Эмоциональное качество.;pos;
421;Бережный разг. ;0;ДОБРОТА; 11.6. Эмоциональная характеризация.;pos;
423;Беситься; разг. ;БЕСПОКОЙСТВО; 1.5. Внешнее выражение эмоций.;neg;
424;Бескомпромиссно ;0;БЕССТРАШИЕ; 2.5. Внешнее выражение эмоций.;pos;
425;Бескомпромиссность ;0;БЕССТРАШИЕ; 2.7. Эмоциональное качество.;pos;
426;Бескомпромиссный ;0;БЕССТРАШИЕ; 2.6. Эмоциональная характеризация.;pos;
427;Бесконфликтно; книжн. ;СПОКОЙСТВИЕ; 33.5. Внешнее выражение эмоций.;pos;
428;Бесконфликтность ;0;СПОКОЙСТВИЕ; 33.7. Эмоциональное качество.;pos;
429;Бесконфликтный ;0;СПОКОЙСТВИЕ; 33.6. Эмоциональная характеризация.;pos;
430;Бескорыстие ;0;ДОБРОТА; 11.1. Эмоциональное состояние.;pos;
431;Бескорыстие ;0;ДОБРОТА; 11.7. Эмоциональное качество.;pos;
432;Бескорыстность ;0;ДОБРОТА; 11.7. Эмоциональное качество.;pos;
433;Бескорыстный ;0;ДОБРОТА; 11.1. Эмоциональное состояние.;pos;
434;Бескорыстный ;0;ДОБРОТА; 11.5. Внешнее выражение эмоций.;pos;
435;Бескорыстный ;0;ДОБРОТА; 11.6. Эмоциональная характеризация.;pos;
436;Бескорыстный ;0;ИСКРЕННОСТЬ; 17.1. Эмоциональное состояние.;pos;
437;Бескорыстный ;0;ИСКРЕННОСТЬ; 17.6. Эмоциональная характеризация.;pos;
442;Бесовка ;0;ЗЛОСТЬ; 16.8. Человек как средоточие и носитель эмоций.;neg;
443;Беспамятство ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
444;Беспардонно; разг. ;БЕССТЫДСТВО; 3.5. Внешнее выражение эмоций.;neg;
445;Беспардонность; разг. ;БЕССТЫДСТВО; 3.7. Эмоциональное качество.;neg;
446;Беспардонность; разг. ;ВЫСОКОМЕРИЕ; 8.7. Эмоциональное качество.;neg;
447;Беспардонный; разг. ;БЕССТЫДСТВО; 3.6. Эмоциональная характеризация.;neg;
448;Беспардонный; разг. ;ВЫСОКОМЕРИЕ; 8.6. Эмоциональная характеризация.;neg;
449;Беспечально; книжн. ;РАДОСТЬ; 30.5. Внешнее выражение эмоций.;pos;
450;Беспечальный; книжн. ;РАДОСТЬ; 30.1. Эмоциональное состояние.;pos;
451;Беспечальный; книжн. ;РАДОСТЬ; 30.6. Эмоциональная характеризация.;pos;
452;Беспечальный; книжн. ;СЧАСТЬЕ; 36.1. Эмоциональное состояние.;pos;
453;Беспечальный; книжн. ;СЧАСТЬЕ; 36.6. Эмоциональная характеризация.;pos;
454;Беспечно ;0;РАДОСТЬ; 30.5. Внешнее выражение эмоций.;pos;
455;Беспечность ;0;РАДОСТЬ; 30.7. Эмоциональное качество.;pos;
456;Беспечный ;0;БЕССТРАШИЕ; 2.6. Эмоциональная характеризация.;pos;
457;Беспечный ;0;РАДОСТЬ; 30.1. Эмоциональное состояние.;pos;
458;Беспечный ;0;РАДОСТЬ; 30.6. Эмоциональная характеризация.;pos;
459;Беспечный ;0;СЧАСТЬЕ; 36.1. Эмоциональное состояние.;pos;
460;Беспечный ;0;СЧАСТЬЕ; 36.6. Эмоциональная характеризация.;pos;
461;Бесповинно ;0;ЖЕСТОКОСТЬ; 15.5. Внешнее выражение эмоций.;neg;
462;Бесподобно; разг. ;УДИВЛЕНИЕ; 38.5. Внешнее выражение эмоций.;pos;
463;Бесподобный; разг. ;УДИВЛЕНИЕ; 38.6. Эмоциональная характеризация.;pos;
464;Беспокойно ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
465;Беспокойно ;0;БЕСПОКОЙСТВО; 1.5. Внешнее выражение эмоций.;neg;
466;Беспокойный ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
467;Беспокойный ;0;БЕСПОКОЙСТВО; 1.6. Эмоциональная характеризация.;neg;
468;Беспокойство ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
469;Беспокоиться ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
470;Беспомощность ;0;СМИРЕНИЕ; 31.7. Эмоциональное качество.;pos;
471;Беспомощный ;0;СМИРЕНИЕ; 31.6. Эмоциональная характеризация.;pos;
472;Беспорядки ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
473;Беспощадно ;0;ЖЕСТОКОСТЬ; 15.5. Внешнее выражение эмоций.;neg;
474;Беспощадность ;0;ЖЕСТОКОСТЬ; 15.7. Эмоциональное качество.;neg;
475;Беспощадный ;0;ЖЕСТОКОСТЬ; 15.1. Эмоциональное состояние.;neg;
476;Беспощадный ;0;ЖЕСТОКОСТЬ; 15.6. Эмоциональная характеризация.;neg;
477;Беспрекословно ;0;СМИРЕНИЕ; 31.5. Внешнее выражение эмоций.;pos;
478;Беспрекословный ;0;СМИРЕНИЕ; 31.5. Внешнее выражение эмоций.;pos;
479;Беспрекословный ;0;СМИРЕНИЕ; 31.6. Эмоциональная характеризация.;pos;
480;Беспримерный; высок,. ;УДИВЛЕНИЕ; 38.6. Эмоциональная характеризация.;pos;
481;Беспритязательность; разг. ;СМИРЕНИЕ; 31.7. Эмоциональное качество.;pos;
482;Беспритязательный; разг. ;СМИРЕНИЕ; 31.1. Эмоциональное состояние.;pos;
483;Беспритязательный; разг. ;СМИРЕНИЕ; 31.6. Эмоциональная характеризация.;pos;
484;Беспросветно ;0;НЕВЕРИЕ; 22.5. Внешнее выражение эмоций.;neg;
485;Беспросветность ;0;НЕВЕРИЕ; 22.7. Эмоциональное качество.;neg;
